lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,beta_raw.1,beta_raw.2,beta_raw.3,beta_raw.4,beta_raw.5,beta_raw.6,beta_raw.7,beta_raw.8,beta_raw.9,beta_raw.10,beta_raw.11,beta_raw.12,beta_raw.13,beta_raw.14,beta_raw.15,beta_raw.16,beta_raw.17,beta_raw.18,beta_raw.19,beta_raw.20,beta_raw.21,beta_raw.22,beta_raw.23,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,norm
# Adaptation terminated
# Step size = 0.151695
# Diagonal elements of inverse mass matrix:
# 0.404582, 0.224494, 0.685881, 0.456659, 0.380265, 0.414224, 0.196387, 0.285231, 0.234337, 0.209745, 0.502202, 0.370394, 0.162439, 0.419093, 0.274297, 0.377738, 0.553896, 0.774812, 0.407203, 0.474986, 0.134483, 0.216251, 0.192005, 0.657311, 0.300013, 0.233999, 0.493815, 0.268941, 0.273315, 0.285334, 0.17061, 0.270636, 0.160861, 0.263417, 0.31326, 0.282115, 0.149221, 0.237485, 0.392068, 0.247231, 0.248677, 0.557605, 0.293086, 0.432522, 0.242783, 0.296433, 0.171184
-100.115,0.986458,0.151695,5,31,0,122.306,1.62856,1.3261,0.239853,2.6135,0.285701,0.29495,0.961463,0.560768,0.529511,4.85109,4.17693,1.18517,0.88159,0.831783,0.281316,0.732472,4.09075,0.902555,0.690662,1.14737,1.85876,4.54461,0.734805,0.108253,-0.208472,-0.344917,-0.827028,0.0141866,-0.863853,0.970411,1.01445,1.26456,-1.21475,1.26647,0.973994,0.836646,-0.11667,-1.14965,0.854165,-0.728994,0.823126,-0.573014,-0.82242,-0.648482,0.538813,1.25855,-1.39276,-0.208472,-0.344917,-0.827028,0.0141866,-0.863853,0.970411,1.01445,1.26456,-1.21475,1.26647,0.973994,0.836646,-0.11667,-1.14965,0.854165,-0.728994,0.823126,-0.573014,-0.82242,-0.648482,0.538813,1.25855,-1.39276,-0.924368,0.924368
-99.9263,0.970001,0.151695,5,31,0,123.692,2.11099,1.58939,0.138142,1.61007,0.758853,2.83848,1.40407,0.302234,2.86037,2.06851,0.712004,1.00077,1.18118,0.43837,0.867377,0.945687,1.39953,1.18061,0.597478,0.406866,2.68584,0.967612,1.51571,0.108052,-0.364412,-0.212295,-0.265492,0.389458,0.417946,0.0726409,0.65917,-0.1945,-0.177186,0.11721,-0.342019,-0.181235,-0.793595,-0.837031,0.15485,-0.630614,-0.638676,0.883961,-0.410455,1.79622,0.862719,0.61322,-0.109353,-0.364412,-0.212295,-0.265492,0.389458,0.417946,0.0726409,0.65917,-0.1945,-0.177186,0.11721,-0.342019,-0.181235,-0.793595,-0.837031,0.15485,-0.630614,-0.638676,0.883961,-0.410455,1.79622,0.862719,0.61322,-0.109353,-0.810531,0.810531
-100.154,0.987096,0.151695,5,31,0,121.059,1.94589,0.954998,0.113644,3.11377,0.806844,1.92626,2.01161,0.587076,3.09892,1.48454,0.866899,0.999072,0.977685,0.852037,2.42584,0.265762,0.757376,2.1332,0.692081,0.314774,2.12219,1.25543,0.898927,0.441822,0.212877,-0.397436,-0.43329,-0.502619,0.312067,0.0912285,0.766689,1.2352,-0.410783,1.08045,-0.813632,0.591614,0.0222506,-1.3142,-0.0806199,-1.50381,-0.541063,1.1847,0.20532,0.410824,0.939671,0.0359923,0.252353,0.212877,-0.397436,-0.43329,-0.502619,0.312067,0.0912285,0.766689,1.2352,-0.410783,1.08045,-0.813632,0.591614,0.0222506,-1.3142,-0.0806199,-1.50381,-0.541063,1.1847,0.20532,0.410824,0.939671,0.0359923,0.252353,-1.34379,1.34379
-100.43,0.989278,0.151695,5,31,0,121.748,0.477225,1.68829,0.412256,1.57086,2.07999,1.48486,0.791464,0.596452,1.51028,1.91492,0.37662,0.641526,1.40228,1.16588,0.621806,1.41938,0.931796,0.0958044,0.406149,2.81675,2.45524,1.92217,2.37329,0.814471,0.0956616,-0.630034,0.321815,-0.77192,-0.122403,-0.242453,0.0255698,0.167136,-0.0769463,-0.0661195,0.430045,0.158635,-0.489468,-0.414309,1.19462,-0.401905,-0.828501,1.48319,-0.859025,1.3269,0.450521,0.273228,-0.286999,0.0956616,-0.630034,0.321815,-0.77192,-0.122403,-0.242453,0.0255698,0.167136,-0.0769463,-0.0661195,0.430045,0.158635,-0.489468,-0.414309,1.19462,-0.401905,-0.828501,1.48319,-0.859025,1.3269,0.450521,0.273228,-0.286999,-0.737249,0.737249
-95.6268,0.993203,0.151695,4,31,0,119.972,1.2522,1.38786,0.201918,1.01619,1.45672,0.57271,0.624286,0.865334,1.46013,2.65044,2.45853,0.788027,2.62954,1.23195,1.45513,0.172526,1.55274,1.7301,1.23819,0.376967,1.79427,1.21773,0.783266,0.467658,-0.351582,0.352742,-0.18661,-0.119277,-0.647148,0.1054,0.620606,0.949098,-0.00407084,1.00257,-0.353167,-0.137096,-0.205934,0.367526,0.287605,-0.421994,-0.0756787,-0.307042,-1.06945,0.38307,0.643373,0.263039,0.0388584,-0.351582,0.352742,-0.18661,-0.119277,-0.647148,0.1054,0.620606,0.949098,-0.00407084,1.00257,-0.353167,-0.137096,-0.205934,0.367526,0.287605,-0.421994,-0.0756787,-0.307042,-1.06945,0.38307,0.643373,0.263039,0.0388584,-1.13483,1.13483
-104.456,0.955732,0.151695,4,31,0,125.572,1.32105,1.45455,0.547918,2.15492,1.31818,0.98928,1.09092,0.226257,1.67543,1.78803,2.80944,1.41762,1.88436,1.14511,0.995119,0.794373,0.6903,1.05813,1.32935,0.796164,2.26149,0.936769,1.62424,0.235246,-0.679935,0.192874,-0.515707,-0.32486,-0.692858,0.137469,0.619945,1.26215,-0.150989,-0.138726,-0.0967226,0.54321,-0.378514,0.677103,0.576344,-0.543017,0.429115,0.570405,-1.48949,0.197652,0.228795,0.0547808,0.25041,-0.679935,0.192874,-0.515707,-0.32486,-0.692858,0.137469,0.619945,1.26215,-0.150989,-0.138726,-0.0967226,0.54321,-0.378514,0.677103,0.576344,-0.543017,0.429115,0.570405,-1.48949,0.197652,0.228795,0.0547808,0.25041,-0.729434,0.729434
-106.014,0.817655,0.151695,5,31,0,128.749,1.83222,3.8319,0.460602,0.268395,2.21068,0.210454,0.815883,0.972119,0.935461,2.39285,0.581717,0.645111,2.71761,1.66951,0.681379,0.207186,1.26088,0.517772,0.278352,0.602745,1.8854,1.49986,1.89288,0.189471,-0.385104,-0.290597,-1.07995,-0.0722332,0.0204105,-0.538172,0.569321,0.961465,0.10356,0.901553,-0.387781,0.0278979,-0.0418728,-0.0438967,0.670106,-0.0969141,-1.02283,-0.107321,0.0567727,0.767696,0.694566,0.657707,-0.284884,-0.385104,-0.290597,-1.07995,-0.0722332,0.0204105,-0.538172,0.569321,0.961465,0.10356,0.901553,-0.387781,0.0278979,-0.0418728,-0.0438967,0.670106,-0.0969141,-1.02283,-0.107321,0.0567727,0.767696,0.694566,0.657707,-0.284884,-1.0795,1.0795
-103.994,0.92234,0.151695,6,63,0,126.08,2.57782,0.442614,0.409902,0.586399,0.590137,1.07378,2.25906,0.287936,0.622485,1.96107,0.614007,0.971601,0.849284,0.567433,0.46011,0.27719,0.543002,1.53683,0.514141,2.38105,2.66514,1.91311,0.998107,0.173207,0.116517,-1.01831,-0.909092,-0.558188,-1.21611,0.621928,0.375879,0.317476,-0.555342,0.700535,0.318532,0.53063,-0.507386,-0.0219447,0.802948,-1.4424,-0.293051,1.18501,0.243129,1.00114,1.46838,0.977837,-1.12379,0.116517,-1.01831,-0.909092,-0.558188,-1.21611,0.621928,0.375879,0.317476,-0.555342,0.700535,0.318532,0.53063,-0.507386,-0.0219447,0.802948,-1.4424,-0.293051,1.18501,0.243129,1.00114,1.46838,0.977837,-1.12379,-1.01432,1.01432
-101.161,0.952215,0.151695,5,31,0,130.901,4.58959,1.9799,0.401336,1.13167,1.96923,1.16368,3.3813,1.21322,0.919634,5.2227,4.46586,1.12971,1.2813,0.769983,0.765587,1.37161,1.83463,0.81519,0.493376,1.58744,2.07889,2.77092,1.10064,0.183049,-0.784278,-0.673512,-0.708866,0.411252,-1.12048,0.471316,0.201018,0.581683,-0.582537,0.502548,0.151313,0.705863,-0.603679,-0.358567,0.372253,-1.51318,0.274192,1.06973,0.00649346,0.497939,1.46244,1.07534,-0.891649,-0.784278,-0.673512,-0.708866,0.411252,-1.12048,0.471316,0.201018,0.581683,-0.582537,0.502548,0.151313,0.705863,-0.603679,-0.358567,0.372253,-1.51318,0.274192,1.06973,0.00649346,0.497939,1.46244,1.07534,-0.891649,-0.546639,0.546639
-99.0305,0.99599,0.151695,4,31,0,119.999,1.24355,0.70251,0.208908,3.03559,0.247493,1.09072,0.678649,0.40225,1.04675,3.206,0.719103,1.23687,0.752723,0.663719,0.392232,0.187862,1.00019,1.23611,0.373864,1.39627,2.3678,2.41338,0.949548,0.50638,0.884095,-0.764333,-0.2118,-0.26794,-1.02399,1.33761,0.726865,0.469083,-0.586713,1.04101,0.528346,0.675229,0.0608222,-1.34515,1.26889,-1.21082,0.229404,-0.56991,-1.08379,-0.207744,1.39834,0.420917,-0.701415,0.884095,-0.764333,-0.2118,-0.26794,-1.02399,1.33761,0.726865,0.469083,-0.586713,1.04101,0.528346,0.675229,0.0608222,-1.34515,1.26889,-1.21082,0.229404,-0.56991,-1.08379,-0.207744,1.39834,0.420917,-0.701415,-1.067,1.067
-94.2326,0.961287,0.151695,5,31,0,117.911,1.81858,0.989377,0.695659,1.46121,1.17399,0.504226,1.37088,0.436234,0.692276,5.36567,4.83042,1.21761,0.933529,0.980641,1.18213,1.50825,3.86162,1.21383,0.554576,0.520508,2.11851,3.65428,1.0445,0.545247,-0.782311,-0.684001,-0.531675,0.0460575,-0.726762,0.29439,0.472629,0.469606,-0.832838,0.501055,0.66194,0.349044,-0.794135,-0.565985,-0.449169,-0.857756,0.439494,0.301274,0.10656,0.663597,1.29368,1.40871,-0.694596,-0.782311,-0.684001,-0.531675,0.0460575,-0.726762,0.29439,0.472629,0.469606,-0.832838,0.501055,0.66194,0.349044,-0.794135,-0.565985,-0.449169,-0.857756,0.439494,0.301274,0.10656,0.663597,1.29368,1.40871,-0.694596,-0.0888118,0.0888118
-98.909,0.990578,0.151695,5,31,0,113.474,1.57528,4.84075,0.157446,2.71453,1.76233,1.67883,0.461242,0.510783,1.99479,1.81431,0.944533,0.745208,0.851162,2.71251,1.7521,0.690919,1.13752,0.707905,0.452229,3.19102,2.92971,1.18476,2.26487,0.105848,0.135539,-0.455782,-0.351192,0.256356,-0.129298,0.13545,0.356035,1.60136,-0.430736,0.399764,-0.430894,0.713754,0.252038,-0.203875,0.968715,-1.59849,-0.908353,1.55608,-1.76363,0.245546,1.14391,-0.368593,-0.00533776,0.135539,-0.455782,-0.351192,0.256356,-0.129298,0.13545,0.356035,1.60136,-0.430736,0.399764,-0.430894,0.713754,0.252038,-0.203875,0.968715,-1.59849,-0.908353,1.55608,-1.76363,0.245546,1.14391,-0.368593,-0.00533776,-1.11836,1.11836
-98.8638,0.949875,0.151695,5,31,0,124.446,2.6955,1.88692,0.413564,4.38025,1.20994,0.544341,1.36296,1.40599,1.73338,2.01101,0.427676,0.906329,1.67909,2.1557,0.805958,0.180895,0.223161,0.944403,0.54556,0.410313,1.8755,1.92727,1.08581,0.27779,0.927905,0.746181,-0.93087,-0.58012,-0.631603,-0.0716453,0.17531,0.869834,-0.417312,-0.204173,-0.0319031,0.70171,0.174634,0.0250541,1.26414,-0.883937,-0.369833,-0.569844,-0.887571,0.574376,0.815934,0.118031,0.457835,0.927905,0.746181,-0.93087,-0.58012,-0.631603,-0.0716453,0.17531,0.869834,-0.417312,-0.204173,-0.0319031,0.70171,0.174634,0.0250541,1.26414,-0.883937,-0.369833,-0.569844,-0.887571,0.574376,0.815934,0.118031,0.457835,-1.27213,1.27213
-101.933,0.928742,0.151695,5,31,0,124.078,0.964924,1.12308,0.115274,0.376506,0.701331,1.51475,1.02401,0.620957,1.29589,2.14477,1.33868,1.69918,0.95737,1.17847,1.1091,2.5901,1.23523,0.868872,0.411159,1.53643,1.55724,1.0254,2.11259,0.865848,-0.821885,-0.927149,1.55794,-0.00493283,-0.451611,0.211974,0.562051,0.924495,-0.446494,1.11062,-0.925851,-0.0285593,0.349291,-0.510557,0.283998,-0.587539,-0.544892,0.481652,-0.264942,-0.00502561,1.06118,0.3867,-0.418253,-0.821885,-0.927149,1.55794,-0.00493283,-0.451611,0.211974,0.562051,0.924495,-0.446494,1.11062,-0.925851,-0.0285593,0.349291,-0.510557,0.283998,-0.587539,-0.544892,0.481652,-0.264942,-0.00502561,1.06118,0.3867,-0.418253,-0.992213,0.992213
-108.712,0.121365,0.151695,5,63,0,145.681,0.92856,1.47486,0.0283214,0.327877,0.581718,3.32392,2.00617,0.424019,1.84069,3.03672,1.72769,1.13564,0.856406,0.754527,1.42291,1.11013,0.661667,0.657166,1.30346,2.15001,2.24119,1.49035,2.1595,0.540493,-0.814404,0.0286808,0.984103,0.246919,-0.308599,0.406839,0.560125,1.22319,0.170501,0.340928,-0.382492,0.347976,-0.355826,-1.12689,0.409072,-0.891678,-0.730965,1.64598,-1.14722,0.298164,0.776683,0.141693,-0.723694,-0.814404,0.0286808,0.984103,0.246919,-0.308599,0.406839,0.560125,1.22319,0.170501,0.340928,-0.382492,0.347976,-0.355826,-1.12689,0.409072,-0.891678,-0.730965,1.64598,-1.14722,0.298164,0.776683,0.141693,-0.723694,-1.09909,1.09909
-101.604,0.98473,0.151695,5,31,0,132.587,2.26094,3.21704,0.0607602,0.999159,0.647818,0.215392,1.17254,0.291659,1.14483,4.49672,1.7562,0.744836,1.00428,0.76512,0.898456,0.686272,1.37774,0.297779,0.701417,0.224041,2.23641,2.527,1.19184,0.753516,-0.562584,-0.503992,0.390381,0.0484015,-1.17727,-0.252151,0.212269,0.836162,-0.545671,0.60093,0.616503,0.895622,-0.0454603,-0.235532,0.165893,-0.431884,-0.195105,-0.306778,-1.22348,0.609087,1.90038,0.146146,0.145514,-0.562584,-0.503992,0.390381,0.0484015,-1.17727,-0.252151,0.212269,0.836162,-0.545671,0.60093,0.616503,0.895622,-0.0454603,-0.235532,0.165893,-0.431884,-0.195105,-0.306778,-1.22348,0.609087,1.90038,0.146146,0.145514,-1.08739,1.08739
-102.484,0.953744,0.151695,5,31,0,128.321,0.528618,0.622416,0.809256,1.51471,0.930418,2.03529,0.978324,0.266018,1.85308,4.74221,1.723,1.40511,1.68446,0.758257,0.618153,0.458138,2.13871,2.03222,0.534865,2.79441,1.45059,2.04996,1.69762,0.505736,-0.153465,-0.139024,-1.68475,-0.991132,0.389224,0.992448,0.488698,0.777731,-0.403435,0.900018,0.135242,0.188171,-0.133939,-1.44442,0.382495,-1.1556,-0.0947073,0.703604,-0.49677,0.873138,0.202933,1.64969,-0.459306,-0.153465,-0.139024,-1.68475,-0.991132,0.389224,0.992448,0.488698,0.777731,-0.403435,0.900018,0.135242,0.188171,-0.133939,-1.44442,0.382495,-1.1556,-0.0947073,0.703604,-0.49677,0.873138,0.202933,1.64969,-0.459306,-0.526841,0.526841
-103.248,0.993024,0.151695,5,31,0,128.943,1.03109,2.03225,0.15876,0.409616,1.32212,0.506995,1.56854,1.20639,1.75337,3.53288,0.710308,0.329197,0.596707,0.992213,0.744359,1.42812,0.618429,1.03086,0.909799,0.526049,2.26897,2.87623,0.706207,1.09066,-0.978613,-0.59524,1.16334,-0.569265,-1.0919,-0.221374,0.0284625,0.929934,-0.667958,0.586704,0.000991883,-0.07992,-0.0770366,-0.77045,0.582807,-1.31331,-0.529234,1.7047,-0.328989,0.758871,1.56138,0.819258,-0.785859,-0.978613,-0.59524,1.16334,-0.569265,-1.0919,-0.221374,0.0284625,0.929934,-0.667958,0.586704,0.000991883,-0.07992,-0.0770366,-0.77045,0.582807,-1.31331,-0.529234,1.7047,-0.328989,0.758871,1.56138,0.819258,-0.785859,-0.127307,0.127307
-97.4377,0.989596,0.151695,4,31,0,120.504,1.3706,1.12657,0.595958,1.20895,0.45205,2.75108,2.59639,0.632511,0.826287,1.82298,2.52608,0.572905,0.688348,1.54815,1.19563,0.852204,0.935633,0.435359,0.471521,1.08864,1.1274,1.72619,0.879629,0.314174,-1.22617,-0.590912,0.182901,-1.08789,-0.68847,-0.104573,0.186053,1.19771,-0.603475,0.399673,0.13253,0.942623,-0.300914,-0.842768,0.37589,-1.3462,-0.047298,1.43626,-0.0885769,1.40121,1.2262,0.501295,-0.393353,-1.22617,-0.590912,0.182901,-1.08789,-0.68847,-0.104573,0.186053,1.19771,-0.603475,0.399673,0.13253,0.942623,-0.300914,-0.842768,0.37589,-1.3462,-0.047298,1.43626,-0.0885769,1.40121,1.2262,0.501295,-0.393353,-0.661757,0.661757
-99.5022,0.897699,0.151695,4,15,0,128.621,0.979154,2.38077,0.397239,0.687523,0.994584,0.740827,1.14245,0.287786,1.96224,3.04745,0.974243,1.29498,1.26285,1.34527,0.525739,0.350759,1.44156,0.762738,0.561947,0.761129,1.2262,1.17591,1.6248,0.15319,-0.712868,-0.702717,0.561298,-0.490057,-0.124627,0.150705,0.584507,0.684563,-0.351165,0.155205,0.863493,0.204683,-0.246062,-0.706356,0.617398,-0.713611,-0.614833,0.790264,0.212843,0.285038,0.837429,0.59896,-0.959301,-0.712868,-0.702717,0.561298,-0.490057,-0.124627,0.150705,0.584507,0.684563,-0.351165,0.155205,0.863493,0.204683,-0.246062,-0.706356,0.617398,-0.713611,-0.614833,0.790264,0.212843,0.285038,0.837429,0.59896,-0.959301,-0.924787,0.924787
-101.649,0.957607,0.151695,4,15,0,125.328,0.87265,1.24314,0.167841,1.6287,0.747792,1.67077,1.20995,1.29836,0.871038,2.13326,1.64764,0.494065,1.14005,1.27754,1.57824,0.538481,1.69493,0.601511,0.30725,1.55247,2.23313,2.47425,1.8485,0.454127,-0.178188,0.237304,-1.24459,-1.08085,-0.246926,0.448422,-0.193033,1.34082,-0.877252,1.20901,-0.0428113,-0.066557,0.756805,-0.358532,0.474545,-1.31621,0.372437,0.543773,-1.12248,1.02829,0.792947,1.0488,0.40632,-0.178188,0.237304,-1.24459,-1.08085,-0.246926,0.448422,-0.193033,1.34082,-0.877252,1.20901,-0.0428113,-0.066557,0.756805,-0.358532,0.474545,-1.31621,0.372437,0.543773,-1.12248,1.02829,0.792947,1.0488,0.40632,-1.93206,1.93206
-101.63,0.955271,0.151695,5,63,0,131.661,1.91006,1.30778,0.129108,0.936566,0.559934,0.596574,0.859505,0.578014,1.48556,3.29283,2.16053,0.764282,0.987689,1.33226,0.528168,0.7109,0.461503,1.52121,0.414399,1.77065,2.1646,1.62846,0.53211,0.15173,-0.469297,-0.650821,0.0292973,-0.412008,-0.625579,0.663743,0.268608,1.8647,-0.649507,0.770827,0.805212,0.515001,0.423091,-1.50339,0.553073,-1.50205,0.246053,1.01471,-1.41283,0.199453,0.150923,1.33095,-0.449359,-0.469297,-0.650821,0.0292973,-0.412008,-0.625579,0.663743,0.268608,1.8647,-0.649507,0.770827,0.805212,0.515001,0.423091,-1.50339,0.553073,-1.50205,0.246053,1.01471,-1.41283,0.199453,0.150923,1.33095,-0.449359,-1.16082,1.16082
-107.415,0.944391,0.151695,4,15,0,127.66,1.94088,2.55937,0.191004,0.585518,1.52788,0.920356,1.33925,0.548348,3.46543,4.54918,3.81374,2.86969,1.07061,1.61751,0.691802,0.759272,1.02292,1.42462,0.437268,1.05348,2.44326,1.10479,0.559583,0.143329,-0.530935,-0.996338,-0.512589,-0.232302,-0.617278,0.351612,0.0811141,1.381,-0.942216,0.574019,0.817315,0.70093,0.638182,-1.06837,0.799281,-1.68157,-0.0302143,1.32746,-0.506299,0.695864,0.575018,1.06119,-0.437754,-0.530935,-0.996338,-0.512589,-0.232302,-0.617278,0.351612,0.0811141,1.381,-0.942216,0.574019,0.817315,0.70093,0.638182,-1.06837,0.799281,-1.68157,-0.0302143,1.32746,-0.506299,0.695864,0.575018,1.06119,-0.437754,-1.44712,1.44712
-102.503,0.888386,0.151695,5,31,0,132.796,2.31739,0.691686,0.266674,2.59798,0.753801,0.505347,1.8915,0.779056,0.704721,2.51876,0.547775,0.446033,1.16933,1.12794,0.239112,0.542873,1.54763,0.364022,0.542552,1.90432,1.83223,3.30796,2.41284,0.675107,0.0286137,-0.200357,-0.608118,0.118372,-0.210126,0.16988,0.348253,1.13004,-0.543572,0.730051,-0.164426,-0.0208068,-0.150068,-0.742936,1.36194,-0.662355,0.410777,-0.183307,-0.41847,-0.397117,1.38444,0.495611,-0.250207,0.0286137,-0.200357,-0.608118,0.118372,-0.210126,0.16988,0.348253,1.13004,-0.543572,0.730051,-0.164426,-0.0208068,-0.150068,-0.742936,1.36194,-0.662355,0.410777,-0.183307,-0.41847,-0.397117,1.38444,0.495611,-0.250207,-1.62611,1.62611
-101.056,0.995194,0.151695,5,31,0,121.754,2.1427,1.55005,0.259481,2.3873,0.843068,2.32501,1.27514,0.767391,1.27135,2.65685,0.394527,0.920816,0.951681,0.815305,2.72312,1.0261,1.84117,1.51523,0.563662,0.641477,3.18522,2.7256,0.765512,0.617129,0.738102,-0.525902,-0.596134,0.00262754,-0.0425135,0.238318,0.240102,0.759936,-0.286044,1.26632,-0.52779,0.391805,-0.316396,-0.478003,-0.45152,-0.925873,-0.0581362,-0.228593,-1.50848,1.19461,0.355302,1.29253,0.158043,0.738102,-0.525902,-0.596134,0.00262754,-0.0425135,0.238318,0.240102,0.759936,-0.286044,1.26632,-0.52779,0.391805,-0.316396,-0.478003,-0.45152,-0.925873,-0.0581362,-0.228593,-1.50848,1.19461,0.355302,1.29253,0.158043,-0.692316,0.692316
-98.1827,0.999334,0.151695,5,31,0,115.448,1.74784,1.73552,0.277306,1.71697,1.55663,1.11298,1.31388,0.342811,2.69932,1.98302,1.12918,1.51784,0.804325,0.659506,0.437971,0.163205,0.987379,0.59786,0.406788,1.87213,2.03925,1.54154,2.3706,0.372018,-0.405038,-0.122668,-1.26006,-0.0883843,-0.485011,0.126969,0.69162,1.07878,-0.0102904,0.0140015,0.0290829,0.424545,-0.428288,-0.931055,1.50984,-0.867642,-0.685464,0.864044,0.198207,0.329268,1.70914,-0.0560267,-0.303754,-0.405038,-0.122668,-1.26006,-0.0883843,-0.485011,0.126969,0.69162,1.07878,-0.0102904,0.0140015,0.0290829,0.424545,-0.428288,-0.931055,1.50984,-0.867642,-0.685464,0.864044,0.198207,0.329268,1.70914,-0.0560267,-0.303754,-1.33181,1.33181
-98.1522,0.901989,0.151695,5,31,0,124.139,2.17248,1.02147,0.591929,2.21497,0.606996,0.938713,2.0857,0.312369,2.18506,1.4505,0.554645,1.99416,0.752347,1.42758,0.59333,0.839736,0.200693,2.02813,0.328295,0.828735,2.30127,1.55037,0.994863,1.4256,0.347459,-1.18902,0.133242,0.0356557,-0.119743,0.729628,0.454856,0.2398,-0.691476,0.685094,-0.153377,0.501662,-0.565856,-1.03926,-0.0245874,-1.07936,-0.318915,0.871611,0.100871,0.402506,0.94926,0.326182,-0.476336,0.347459,-1.18902,0.133242,0.0356557,-0.119743,0.729628,0.454856,0.2398,-0.691476,0.685094,-0.153377,0.501662,-0.565856,-1.03926,-0.0245874,-1.07936,-0.318915,0.871611,0.100871,0.402506,0.94926,0.326182,-0.476336,-0.11989,0.11989
-94.8437,0.968923,0.151695,5,31,0,121.333,2.33703,1.94728,0.461888,2.33206,1.62123,1.06425,1.23464,1.48985,0.600973,2.72198,1.15353,0.751188,2.25544,0.825655,0.917247,1.54299,2.12195,0.188741,1.90401,0.862958,1.82658,1.45031,1.33227,0.322737,-0.465597,-0.0277646,0.160206,-0.169104,-1.07056,-0.51238,0.310785,0.526589,-0.341673,0.162167,-0.0812641,0.529837,0.63479,-0.829389,1.15227,-0.0709946,-0.766496,-0.0177621,-0.288391,0.149178,1.00563,0.197993,-0.263865,-0.465597,-0.0277646,0.160206,-0.169104,-1.07056,-0.51238,0.310785,0.526589,-0.341673,0.162167,-0.0812641,0.529837,0.63479,-0.829389,1.15227,-0.0709946,-0.766496,-0.0177621,-0.288391,0.149178,1.00563,0.197993,-0.263865,0.0758016,-0.0758016
-97.9419,0.919757,0.151695,5,31,0,118.163,0.666674,2.10977,0.608409,1.13414,1.93561,0.425774,0.634311,0.639816,4.03312,2.08019,0.442185,1.11125,1.85136,1.5615,0.905732,0.429895,0.410083,1.98375,0.447864,0.595136,2.7624,1.58019,1.7363,0.898886,-0.0017086,-0.434616,0.299847,-0.532918,1.01534,0.219145,0.372185,0.993585,-0.212983,0.760703,-0.644067,-0.142779,-0.723561,0.0407037,0.376233,-0.818084,-0.722336,0.591965,-0.581843,1.16762,0.326703,0.359495,-0.13828,-0.0017086,-0.434616,0.299847,-0.532918,1.01534,0.219145,0.372185,0.993585,-0.212983,0.760703,-0.644067,-0.142779,-0.723561,0.0407037,0.376233,-0.818084,-0.722336,0.591965,-0.581843,1.16762,0.326703,0.359495,-0.13828,-1.57034,1.57034
-106.629,0.79631,0.151695,5,31,0,131.702,4.44028,2.28973,0.235113,4.87155,0.96825,0.624988,2.0031,0.95727,1.19102,1.8766,0.592223,0.80739,0.698866,0.755041,0.924089,1.16098,0.536926,0.0336151,2.42449,0.599439,2.3281,1.10553,1.83087,0.576412,-0.361403,-0.737093,0.700966,0.267961,-1.07503,-0.456007,0.345323,0.892432,-0.488318,-0.0106368,-0.219074,0.39629,0.467849,-1.2337,0.614774,-0.0516228,-0.840624,-0.519328,0.161716,0.27385,1.25097,1.01075,-0.261336,-0.361403,-0.737093,0.700966,0.267961,-1.07503,-0.456007,0.345323,0.892432,-0.488318,-0.0106368,-0.219074,0.39629,0.467849,-1.2337,0.614774,-0.0516228,-0.840624,-0.519328,0.161716,0.27385,1.25097,1.01075,-0.261336,-0.128713,0.128713
-107.337,0.8673,0.151695,5,31,0,134.95,0.251916,0.893242,0.985198,0.417401,1.18179,2.51854,1.09087,0.296114,1.08905,1.80216,1.26412,1.65663,1.83411,1.06484,0.849984,0.356347,1.07271,3.79397,0.447802,0.802965,2.18786,0.914783,0.421732,0.46401,-0.203968,-0.417598,0.239896,-0.542125,-0.358725,0.0939577,0.388994,0.341792,-0.654574,0.686764,-0.23193,-0.0933006,-0.951168,0.15184,-0.0977325,-0.672321,-0.535302,1.76783,-0.153571,0.556139,1.26646,0.437252,-0.278128,-0.203968,-0.417598,0.239896,-0.542125,-0.358725,0.0939577,0.388994,0.341792,-0.654574,0.686764,-0.23193,-0.0933006,-0.951168,0.15184,-0.0977325,-0.672321,-0.535302,1.76783,-0.153571,0.556139,1.26646,0.437252,-0.278128,-0.740482,0.740482
