lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,beta_raw.1,beta_raw.2,beta_raw.3,beta_raw.4,beta_raw.5,beta_raw.6,beta_raw.7,beta_raw.8,beta_raw.9,beta_raw.10,beta_raw.11,beta_raw.12,beta_raw.13,beta_raw.14,beta_raw.15,beta_raw.16,beta_raw.17,beta_raw.18,beta_raw.19,beta_raw.20,beta_raw.21,beta_raw.22,beta_raw.23,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,norm
# Adaptation terminated
# Step size = 0.151695
# Diagonal elements of inverse mass matrix:
# 0.404582, 0.224494, 0.685881, 0.456659, 0.380265, 0.414224, 0.196387, 0.285231, 0.234337, 0.209745, 0.502202, 0.370394, 0.162439, 0.419093, 0.274297, 0.377738, 0.553896, 0.774812, 0.407203, 0.474986, 0.134483, 0.216251, 0.192005, 0.657311, 0.300013, 0.233999, 0.493815, 0.268941, 0.273315, 0.285334, 0.17061, 0.270636, 0.160861, 0.263417, 0.31326, 0.282115, 0.149221, 0.237485, 0.392068, 0.247231, 0.248677, 0.557605, 0.293086, 0.432522, 0.242783, 0.296433, 0.171184
-103.287,0.987624,0.151695,5,31,0,128.584,1.91994,1.2444,0.327578,1.66295,1.21716,1.38555,2.02537,0.564437,1.41436,2.8245,2.77483,1.3942,0.825742,1.33355,0.133523,0.449149,1.38812,2.40888,0.667375,2.10066,3.32803,5.16386,0.810887,0.196724,-0.164329,-0.44196,-1.18907,-0.665331,-1.33864,0.375058,1.46239,0.36139,-0.372498,1.08055,0.395183,1.48394,-0.510044,-1.3928,0.907802,-1.74636,0.556097,1.04724,-0.675733,0.563965,1.14654,0.454402,0.109516,-0.164329,-0.44196,-1.18907,-0.665331,-1.33864,0.375058,1.46239,0.36139,-0.372498,1.08055,0.395183,1.48394,-0.510044,-1.3928,0.907802,-1.74636,0.556097,1.04724,-0.675733,0.563965,1.14654,0.454402,0.109516,-1.44732,1.44732
-103.829,0.941261,0.151695,5,31,0,123.095,2.53015,1.44053,0.122181,1.49642,1.0561,1.80505,0.609394,0.415658,0.963995,4.04767,0.389678,0.362419,1.1183,1.11038,2.59346,0.308982,2.02922,0.507661,0.114799,0.889234,2.49678,1.51622,2.02888,0.429105,0.0300497,-0.680855,-0.138936,0.144741,-0.302746,0.983653,0.55867,0.662148,-0.536197,0.722038,0.709114,-0.0837897,-0.0109151,-0.603791,0.535265,-1.03454,-0.289141,0.74091,-0.88042,0.847896,0.784966,0.759488,-1.03067,0.0300497,-0.680855,-0.138936,0.144741,-0.302746,0.983653,0.55867,0.662148,-0.536197,0.722038,0.709114,-0.0837897,-0.0109151,-0.603791,0.535265,-1.03454,-0.289141,0.74091,-0.88042,0.847896,0.784966,0.759488,-1.03067,-1.88694,1.88694
-97.0102,0.988255,0.151695,4,15,0,119.586,0.667374,1.4647,0.253708,1.38326,0.576714,1.00258,1.05577,1.03088,1.00217,2.09259,0.598181,0.750543,1.41719,1.70814,0.454876,0.472409,0.987378,1.13696,0.257718,0.680138,2.11413,1.76956,1.28111,0.526121,-0.196154,-0.0430542,-0.140018,-1.10601,0.213081,0.237955,0.548299,1.38106,0.0333155,-0.0702298,-0.333187,0.800354,0.108124,-0.71715,0.582104,-0.346187,-0.675545,0.374308,-1.37305,0.823148,0.70412,0.885363,0.079064,-0.196154,-0.0430542,-0.140018,-1.10601,0.213081,0.237955,0.548299,1.38106,0.0333155,-0.0702298,-0.333187,0.800354,0.108124,-0.71715,0.582104,-0.346187,-0.675545,0.374308,-1.37305,0.823148,0.70412,0.885363,0.079064,-1.76971,1.76971
-101.046,0.974333,0.151695,4,15,0,114.715,0.889945,3.67593,0.225664,2.04891,1.49407,1.67479,1.23026,0.614975,1.30531,3.04641,0.891796,0.672409,2.12979,2.11928,1.95698,0.266723,3.87157,1.30174,0.404135,0.440536,2.80888,2.00988,1.3689,0.458941,0.239834,0.087071,-0.469984,0.17926,-1.11234,0.0185398,0.383644,0.769213,-0.963564,1.56437,0.736191,-0.357301,-0.239092,0.341091,0.0806792,-1.12331,-0.180523,0.170324,-0.291781,0.78074,0.287082,0.874565,-0.105574,0.239834,0.087071,-0.469984,0.17926,-1.11234,0.0185398,0.383644,0.769213,-0.963564,1.56437,0.736191,-0.357301,-0.239092,0.341091,0.0806792,-1.12331,-0.180523,0.170324,-0.291781,0.78074,0.287082,0.874565,-0.105574,-1.66913,1.66913
-101.662,0.995683,0.151695,5,31,0,121.741,3.19356,0.551721,0.561332,1.37634,1.12799,0.577767,0.984399,0.520407,1.71917,4.22543,1.28517,0.514294,0.618006,0.922896,0.205238,1.33244,0.820898,0.277688,1.62078,1.74435,2.68452,1.85679,2.19269,0.390849,0.0915629,-0.895087,0.241678,-0.720573,-0.0404515,0.438897,0.729639,0.287564,-0.317709,0.573215,-0.170203,0.777417,-0.166315,-1.39676,0.722425,-0.529123,0.746623,-0.0743935,-0.628192,-0.424883,1.51542,0.561272,-1.14315,0.0915629,-0.895087,0.241678,-0.720573,-0.0404515,0.438897,0.729639,0.287564,-0.317709,0.573215,-0.170203,0.777417,-0.166315,-1.39676,0.722425,-0.529123,0.746623,-0.0743935,-0.628192,-0.424883,1.51542,0.561272,-1.14315,-0.178873,0.178873
-93.3783,0.984944,0.151695,5,31,0,125.678,1.58584,1.40117,0.242396,1.50022,1.59955,0.803245,0.719604,0.523139,1.1808,2.78363,2.13288,2.36391,2.0835,2.36205,0.97235,0.438718,0.82343,0.107735,0.858924,1.27969,2.89983,2.07076,1.19618,0.693686,-0.148448,0.0773377,-0.653048,0.474654,-0.305911,0.164622,0.402776,1.11015,-0.200962,0.819561,0.208944,0.202126,-0.304238,-0.63096,1.33117,-0.545908,0.293916,-0.382917,-1.30032,-0.302304,0.195668,0.118923,0.155705,-0.148448,0.0773377,-0.653048,0.474654,-0.305911,0.164622,0.402776,1.11015,-0.200962,0.819561,0.208944,0.202126,-0.304238,-0.63096,1.33117,-0.545908,0.293916,-0.382917,-1.30032,-0.302304,0.195668,0.118923,0.155705,-0.78053,0.78053
-93.8994,0.965293,0.151695,5,31,0,112.853,1.81673,1.67641,0.700177,1.86819,1.15803,0.401989,1.64702,1.05883,2.34025,1.21727,0.47683,0.929846,1.04263,0.822305,0.942418,1.71537,1.55559,2.08822,0.428839,0.351559,2.02686,1.06781,1.96642,0.388324,-0.163461,-0.433277,0.257401,-0.94301,-0.0751764,-0.135464,0.516307,0.931676,-0.169161,0.365457,-0.187836,0.0909266,0.385442,0.0334832,-0.0313025,-0.685737,-0.789825,-0.426134,-0.25952,0.44467,1.26966,0.828274,-0.199018,-0.163461,-0.433277,0.257401,-0.94301,-0.0751764,-0.135464,0.516307,0.931676,-0.169161,0.365457,-0.187836,0.0909266,0.385442,0.0334832,-0.0313025,-0.685737,-0.789825,-0.426134,-0.25952,0.44467,1.26966,0.828274,-0.199018,-0.624376,0.624376
-101.068,0.554815,0.151695,5,31,0,121.318,0.837143,1.28433,0.260421,0.544002,1.28793,1.76533,0.666608,0.558664,2.1888,2.00357,1.17775,1.00608,0.796166,2.78878,1.26053,0.177005,1.53472,0.11717,0.556115,1.50984,2.06065,2.6086,1.94232,0.586887,-0.487697,-0.160136,0.162521,-0.620979,-0.725787,0.534402,0.761194,0.964077,-0.357701,0.335221,-0.0225361,-0.568995,-0.14797,-0.936444,1.23236,-0.599957,0.747442,0.615845,-0.90173,0.776767,0.38497,-0.025128,0.342285,-0.487697,-0.160136,0.162521,-0.620979,-0.725787,0.534402,0.761194,0.964077,-0.357701,0.335221,-0.0225361,-0.568995,-0.14797,-0.936444,1.23236,-0.599957,0.747442,0.615845,-0.90173,0.776767,0.38497,-0.025128,0.342285,-1.30203,1.30203
-96.442,0.889877,0.151695,4,15,0,114.359,1.20684,1.35618,0.312456,0.725888,1.36798,1.84464,0.677539,0.492825,1.82978,2.13485,1.31661,0.881258,0.975392,1.55901,0.901051,0.292008,1.12709,0.173232,0.885706,1.68557,2.40519,3.48017,1.82944,0.452452,-0.671965,-0.0848015,0.359527,-0.886647,-0.712582,0.0230407,0.76492,0.905999,-0.47517,0.559398,0.228986,-0.55109,-0.153978,-0.979936,1.60784,-0.437501,0.372409,0.622134,-0.714224,0.464717,0.805025,0.145319,0.173129,-0.671965,-0.0848015,0.359527,-0.886647,-0.712582,0.0230407,0.76492,0.905999,-0.47517,0.559398,0.228986,-0.55109,-0.153978,-0.979936,1.60784,-0.437501,0.372409,0.622134,-0.714224,0.464717,0.805025,0.145319,0.173129,-1.36455,1.36455
-96.8332,0.95377,0.151695,5,31,0,126.072,2.46131,2.07574,0.519434,2.86622,1.09394,0.593196,0.989585,0.370434,1.01293,1.64834,0.207345,1.6578,0.922309,0.917765,0.807054,0.88956,0.612446,0.827204,0.663678,0.421772,3.53704,1.11,1.52076,0.652424,0.0245482,-0.493269,0.11654,-0.741946,0.284489,0.562185,-0.0496959,1.12685,-0.295321,0.343236,-0.490765,0.732215,-0.136343,-0.340341,-0.0257856,-1.01897,-0.840583,-0.247211,0.532075,0.943026,0.902371,0.612261,-0.715591,0.0245482,-0.493269,0.11654,-0.741946,0.284489,0.562185,-0.0496959,1.12685,-0.295321,0.343236,-0.490765,0.732215,-0.136343,-0.340341,-0.0257856,-1.01897,-0.840583,-0.247211,0.532075,0.943026,0.902371,0.612261,-0.715591,-0.783979,0.783979
-107.062,0.973063,0.151695,4,31,0,121.658,1.14569,0.955108,0.748835,0.738475,0.785204,1.38503,1.24058,0.327225,1.93251,2.40222,0.263597,0.778682,1.2258,0.896393,1.08568,0.712445,1.76406,0.149536,0.601202,0.319874,1.26083,1.49209,0.9423,1.14369,-0.463226,-0.964008,0.290304,0.521655,-0.859036,-0.986281,0.379779,0.907175,0.402273,0.166529,-0.219192,-0.416123,-0.313879,-1.42823,0.9856,-0.497291,-0.64734,-0.340624,0.524581,1.07731,1.77531,0.961634,-0.0910269,-0.463226,-0.964008,0.290304,0.521655,-0.859036,-0.986281,0.379779,0.907175,0.402273,0.166529,-0.219192,-0.416123,-0.313879,-1.42823,0.9856,-0.497291,-0.64734,-0.340624,0.524581,1.07731,1.77531,0.961634,-0.0910269,-0.765892,0.765892
-101.661,0.968442,0.151695,5,31,0,130.536,3.2758,0.868803,0.812667,1.07043,1.27638,1.43042,2.31783,0.414336,2.46534,0.907228,0.375388,1.45951,1.00408,0.920868,1.24375,1.10373,0.746533,0.47665,0.715152,0.476323,3.01703,1.64605,1.49855,1.17384,-0.296856,-0.37853,0.219475,-0.358579,0.271093,-0.510754,-0.109748,1.27059,-0.0359666,0.539251,-0.62908,-0.567078,-0.514381,-1.19734,0.651907,0.15228,-0.945569,1.16919,0.149024,1.01837,1.28803,0.311397,-0.812391,-0.296856,-0.37853,0.219475,-0.358579,0.271093,-0.510754,-0.109748,1.27059,-0.0359666,0.539251,-0.62908,-0.567078,-0.514381,-1.19734,0.651907,0.15228,-0.945569,1.16919,0.149024,1.01837,1.28803,0.311397,-0.812391,-0.684338,0.684338
-105.751,0.999746,0.151695,5,31,0,123.475,0.695282,1.4228,0.295865,1.09874,0.297336,1.21935,0.605145,0.800568,1.63538,1.20681,0.193982,0.383337,1.31075,0.905022,1.37927,1.20061,0.435784,1.82393,1.67333,1.76847,1.49792,0.35125,1.11636,0.646346,-0.859721,-0.632309,0.915946,-0.476511,-0.312704,0.67553,0.769904,0.391252,-0.953872,-0.158659,-0.901709,1.09049,-0.0112963,-0.871075,0.454819,-0.703309,-1.17501,0.129036,-0.18207,2.17974,0.833204,-0.515532,0.333523,-0.859721,-0.632309,0.915946,-0.476511,-0.312704,0.67553,0.769904,0.391252,-0.953872,-0.158659,-0.901709,1.09049,-0.0112963,-0.871075,0.454819,-0.703309,-1.17501,0.129036,-0.18207,2.17974,0.833204,-0.515532,0.333523,-0.01967,0.01967
-105.033,0.974462,0.151695,5,31,0,130.397,0.479128,1.91231,0.274797,3.31623,0.785821,0.979505,0.663044,0.943654,1.0806,3.95252,6.86094,1.6621,1.53383,1.35081,1.99284,0.220862,1.69584,0.2927,0.643706,0.511634,3.71401,1.16742,2.82536,0.41963,0.230576,-0.142388,-0.813419,-0.36446,-0.39258,0.146645,-0.0675025,0.876526,0.237325,1.2065,-0.211925,0.615837,0.383391,-0.62362,0.921615,-1.04099,0.442587,-0.869994,-0.343599,-0.740395,0.892506,0.75715,0.378689,0.230576,-0.142388,-0.813419,-0.36446,-0.39258,0.146645,-0.0675025,0.876526,0.237325,1.2065,-0.211925,0.615837,0.383391,-0.62362,0.921615,-1.04099,0.442587,-0.869994,-0.343599,-0.740395,0.892506,0.75715,0.378689,-1.47848,1.47848
-98.0151,0.953539,0.151695,5,31,0,127.583,5.29513,1.09159,0.361736,1.83888,0.540231,0.874259,1.20731,0.630706,0.86592,2.56403,0.0675647,1.35273,1.39138,0.633987,1.14616,0.637208,0.369147,0.600891,1.78136,1.06991,2.086,0.808489,1.48025,0.79671,-0.299102,-0.748379,0.761211,0.227725,-0.523188,0.529987,0.519359,0.896558,-0.656562,-0.172217,-0.331712,0.260255,-0.190367,-0.842148,0.537158,-0.70265,-0.607027,0.502931,-0.478009,1.36645,1.10262,-0.183334,-0.119717,-0.299102,-0.748379,0.761211,0.227725,-0.523188,0.529987,0.519359,0.896558,-0.656562,-0.172217,-0.331712,0.260255,-0.190367,-0.842148,0.537158,-0.70265,-0.607027,0.502931,-0.478009,1.36645,1.10262,-0.183334,-0.119717,-0.849835,0.849835
-99.8158,0.967405,0.151695,5,31,0,125.355,0.365737,0.951834,0.102119,1.21989,1.48895,2.86066,1.58009,0.297808,1.75932,2.84758,1.21041,1.53031,1.04264,1.05051,1.07503,1.02291,1.71095,0.377536,0.336925,0.18111,2.33622,3.16879,0.86226,0.588899,0.0513548,-0.776653,0.705436,-0.25499,-0.503294,0.0964737,0.285382,0.18657,-0.232595,0.774926,-0.0694183,-0.0926456,0.438829,-1.06055,0.0936243,-0.775808,0.449545,1.01309,-0.597085,0.143921,1.08113,0.743025,-0.795563,0.0513548,-0.776653,0.705436,-0.25499,-0.503294,0.0964737,0.285382,0.18657,-0.232595,0.774926,-0.0694183,-0.0926456,0.438829,-1.06055,0.0936243,-0.775808,0.449545,1.01309,-0.597085,0.143921,1.08113,0.743025,-0.795563,-0.904702,0.904702
-104.698,0.972355,0.151695,5,31,0,126.193,1.06315,1.65038,0.344689,1.53988,0.786708,0.276511,0.958747,0.294419,0.928986,3.16486,1.03389,1.04403,1.76689,0.986584,1.07967,0.377303,0.884065,1.38343,0.262971,0.74528,2.31299,3.43178,0.543134,0.878897,-0.341473,-0.948266,-0.689587,-0.0154903,-0.697778,0.672212,0.256391,1.39838,-0.634754,0.60218,-0.259822,0.470631,-0.244265,-0.175507,1.01494,0.0515438,0.643374,0.468346,-0.932694,-0.00897513,2.03066,-0.276903,-1.03737,-0.341473,-0.948266,-0.689587,-0.0154903,-0.697778,0.672212,0.256391,1.39838,-0.634754,0.60218,-0.259822,0.470631,-0.244265,-0.175507,1.01494,0.0515438,0.643374,0.468346,-0.932694,-0.00897513,2.03066,-0.276903,-1.03737,-1.34577,1.34577
-96.0494,0.981436,0.151695,5,31,0,120.752,0.949801,1.37173,0.247277,1.59508,1.74162,1.58593,1.15342,1.05575,2.08797,1.83332,0.745352,1.71279,1.2421,1.58025,1.00484,1.25628,2.17339,0.349021,0.857953,0.711264,2.40609,0.624235,1.54209,0.368341,-0.0241925,-0.330313,0.725759,-0.290861,0.341486,-0.481863,0.314952,-0.0969197,-0.469607,0.214252,0.12592,0.340092,0.403695,-1.04539,0.359975,-0.926353,-0.8179,-0.262623,0.427287,0.259738,0.235143,1.21196,0.171262,-0.0241925,-0.330313,0.725759,-0.290861,0.341486,-0.481863,0.314952,-0.0969197,-0.469607,0.214252,0.12592,0.340092,0.403695,-1.04539,0.359975,-0.926353,-0.8179,-0.262623,0.427287,0.259738,0.235143,1.21196,0.171262,-0.385497,0.385497
-94.2348,0.964932,0.151695,4,31,0,118.924,0.875157,1.99216,0.655619,1.24097,1.52455,0.245617,1.01821,0.234419,2.84064,1.37907,0.575834,0.732657,1.65457,1.20227,0.987687,0.793655,1.33203,0.359965,0.71261,1.09795,1.91839,1.66962,1.84752,0.178558,-0.566265,0.359043,0.502509,-0.0283161,-0.376411,-0.147809,0.454255,0.869405,-0.269406,0.906435,-0.468525,0.121552,-0.28167,-0.368793,0.878168,-0.99567,-1.16207,-0.0882807,-0.424281,-0.0361364,1.18343,0.609281,0.147342,-0.566265,0.359043,0.502509,-0.0283161,-0.376411,-0.147809,0.454255,0.869405,-0.269406,0.906435,-0.468525,0.121552,-0.28167,-0.368793,0.878168,-0.99567,-1.16207,-0.0882807,-0.424281,-0.0361364,1.18343,0.609281,0.147342,-0.817789,0.817789
-98.5863,0.89939,0.151695,5,31,0,118.35,1.57619,1.12442,0.705129,1.59528,0.939535,0.633131,0.704287,1.83481,1.15161,4.52897,1.99712,0.99818,2.13487,3.01044,0.687972,0.6502,1.13824,0.539937,1.17278,0.320789,1.90867,1.80634,1.03028,2.45142,-0.0660522,-0.242273,0.771184,-0.626426,-0.300177,0.0277071,-0.104728,0.820333,-0.588011,-0.00705546,0.291784,0.0417627,0.987847,-0.213798,0.134379,-0.111555,0.783771,-0.589607,-0.17561,0.148578,0.567396,0.345612,-0.814555,-0.0660522,-0.242273,0.771184,-0.626426,-0.300177,0.0277071,-0.104728,0.820333,-0.588011,-0.00705546,0.291784,0.0417627,0.987847,-0.213798,0.134379,-0.111555,0.783771,-0.589607,-0.17561,0.148578,0.567396,0.345612,-0.814555,-1.08051,1.08051
-104.459,0.940483,0.151695,5,31,0,125.277,1.94404,3.3137,0.198737,2.45118,0.278177,1.16772,1.42153,0.627131,0.593298,1.78142,0.989578,2.15705,0.963031,0.755466,0.423849,0.72581,1.34056,0.745739,0.244952,2.10404,1.93742,2.89733,0.835138,0.0839596,0.403379,-0.186701,-0.627594,0.483799,-1.71523,0.188056,0.81314,0.613742,-1.4014,1.20615,0.0320566,0.607233,0.0550266,0.0676958,1.08897,-1.29092,-0.624095,0.652361,-1.27526,0.0588627,1.64751,0.996526,-0.168895,0.403379,-0.186701,-0.627594,0.483799,-1.71523,0.188056,0.81314,0.613742,-1.4014,1.20615,0.0320566,0.607233,0.0550266,0.0676958,1.08897,-1.29092,-0.624095,0.652361,-1.27526,0.0588627,1.64751,0.996526,-0.168895,-1.62443,1.62443
-105.394,0.944545,0.151695,5,31,0,128.627,0.649366,0.563712,0.452607,0.65455,2.16599,2.59161,1.26078,0.189718,2.36209,3.63554,2.08171,0.439666,0.672682,0.858014,2.06222,0.260645,1.41233,1.03012,0.280459,0.278454,2.23893,3.12904,1.09915,0.993533,-0.282713,-0.656943,-0.0555587,-0.0665813,0.545787,0.635127,0.285118,0.720439,0.596912,0.79005,0.444286,-0.0700637,-0.608448,-1.95373,0.482794,-0.940499,0.626293,0.608773,-1.32446,1.14767,0.448213,1.02754,-0.547931,-0.282713,-0.656943,-0.0555587,-0.0665813,0.545787,0.635127,0.285118,0.720439,0.596912,0.79005,0.444286,-0.0700637,-0.608448,-1.95373,0.482794,-0.940499,0.626293,0.608773,-1.32446,1.14767,0.448213,1.02754,-0.547931,-1.85208,1.85208
-104.787,0.85293,0.151695,5,31,0,130.688,2.76202,1.74068,0.20822,4.9941,0.270038,0.276426,1.10546,0.996857,0.681566,4.15731,1.3795,2.28477,0.91262,0.832764,0.323794,1.94115,2.1608,0.534927,0.760615,0.252066,1.64857,2.30383,0.843011,0.129501,0.314255,-0.783272,0.397295,-0.240148,-1.61499,-0.110184,0.332131,1.66827,-1.15358,1.34452,0.882386,0.92674,-0.265005,-0.983911,0.25094,-1.42373,-0.496432,-0.227512,0.47082,-0.471913,1.46542,1.02958,-0.375094,0.314255,-0.783272,0.397295,-0.240148,-1.61499,-0.110184,0.332131,1.66827,-1.15358,1.34452,0.882386,0.92674,-0.265005,-0.983911,0.25094,-1.42373,-0.496432,-0.227512,0.47082,-0.471913,1.46542,1.02958,-0.375094,-0.93659,0.93659
-99.9687,0.829508,0.151695,5,31,0,125.451,2.07968,1.04217,0.135321,3.04076,1.46902,1.27362,0.616253,0.383737,1.37379,4.32354,2.23581,2.34191,1.90972,1.06573,1.93257,0.290098,1.52435,1.19488,0.651887,1.12993,3.87494,0.953862,1.39892,0.145727,0.19705,-0.607766,-0.764125,0.658926,-0.251371,0.31208,0.644119,0.188792,0.36758,1.34976,0.00118645,0.423558,-0.421092,-1.11946,0.515605,-0.151349,0.327935,0.607017,-1.3395,0.454785,1.01279,0.139026,-0.196989,0.19705,-0.607766,-0.764125,0.658926,-0.251371,0.31208,0.644119,0.188792,0.36758,1.34976,0.00118645,0.423558,-0.421092,-1.11946,0.515605,-0.151349,0.327935,0.607017,-1.3395,0.454785,1.01279,0.139026,-0.196989,-2.34857,2.34857
-109.554,0.961315,0.151695,5,31,0,128.254,1.0333,0.85234,0.322455,0.978024,1.21013,1.88766,0.909608,0.563923,2.06865,1.19425,0.74725,0.47368,0.397801,0.641846,0.752014,0.353884,1.01766,0.29786,0.412634,0.497563,2.03736,3.31798,1.41563,0.706109,0.412826,-1.10592,0.345493,-0.836661,-0.137591,-0.660605,0.399467,2.23121,-0.585414,0.853664,-0.269598,0.439808,-0.680385,-0.549076,0.387361,-1.69408,-0.609358,-0.197849,0.667206,0.632961,0.461888,0.904211,-0.191769,0.412826,-1.10592,0.345493,-0.836661,-0.137591,-0.660605,0.399467,2.23121,-0.585414,0.853664,-0.269598,0.439808,-0.680385,-0.549076,0.387361,-1.69408,-0.609358,-0.197849,0.667206,0.632961,0.461888,0.904211,-0.191769,-0.217785,0.217785
-97.7452,0.928768,0.151695,5,31,0,127.405,0.735871,3.18318,0.348095,1.07032,0.451926,0.353477,1.77778,0.969075,1.04891,3.22467,2.33701,1.4177,2.21285,2.40589,1.01235,1.38143,2.56259,0.969502,0.80508,1.15294,1.68075,1.01936,1.20601,0.309009,-0.410012,-0.016238,-0.209754,-0.367288,-0.770448,1.44151,-0.0469014,0.691451,-0.479605,0.358807,0.482474,-0.517265,0.706267,-0.353505,0.235453,-0.579378,-0.0567059,0.318235,-1.14494,0.675225,1.28592,0.517821,-0.426406,-0.410012,-0.016238,-0.209754,-0.367288,-0.770448,1.44151,-0.0469014,0.691451,-0.479605,0.358807,0.482474,-0.517265,0.706267,-0.353505,0.235453,-0.579378,-0.0567059,0.318235,-1.14494,0.675225,1.28592,0.517821,-0.426406,-1.33472,1.33472
-98.1822,0.999515,0.151695,5,31,0,121.446,0.746281,1.92644,0.594263,0.961964,1.4895,0.876716,1.01166,0.402383,0.41995,1.97127,0.632978,0.92477,1.00283,2.37423,0.673475,0.749642,0.389277,0.64671,1.02602,0.91033,2.50904,1.01415,1.93572,0.490506,0.377282,0.117673,0.63085,-0.628564,-0.965085,-0.660612,0.38984,0.915554,-0.27171,0.698636,-0.77908,-0.380387,0.281642,-0.287356,1.49935,-0.861779,-0.58545,-0.336623,0.471946,0.157126,0.0353304,0.177753,0.090326,0.377282,0.117673,0.63085,-0.628564,-0.965085,-0.660612,0.38984,0.915554,-0.27171,0.698636,-0.77908,-0.380387,0.281642,-0.287356,1.49935,-0.861779,-0.58545,-0.336623,0.471946,0.157126,0.0353304,0.177753,0.090326,-0.0866657,0.0866657
-98.6524,0.98769,0.151695,5,31,0,117.425,3.68808,0.905277,0.129159,2.05388,0.756198,0.700167,0.86182,0.628018,1.27411,3.9772,0.471916,2.23841,1.26954,0.50257,1.71651,0.13806,0.784988,0.805463,0.362055,0.748843,2.61826,2.47911,1.29929,0.389071,0.44929,-0.304179,0.145339,0.294004,0.871982,-0.403188,0.441267,1.01418,-0.468177,0.0755144,0.272768,0.761994,-0.963999,-0.391489,0.359821,-1.54209,-0.0342174,-0.516745,-0.495108,0.421346,1.71875,0.477731,0.0502846,0.44929,-0.304179,0.145339,0.294004,0.871982,-0.403188,0.441267,1.01418,-0.468177,0.0755144,0.272768,0.761994,-0.963999,-0.391489,0.359821,-1.54209,-0.0342174,-0.516745,-0.495108,0.421346,1.71875,0.477731,0.0502846,-2.23509,2.23509
-98.0562,0.995686,0.151695,5,31,0,115.299,3.82757,0.882179,0.129469,3.79673,0.716385,0.445142,0.773825,0.607642,1.41152,3.52186,1.80184,1.85487,0.967748,1.02734,1.84657,0.128589,1.06571,1.22942,0.347532,1.47953,2.7736,2.28465,0.805126,0.74342,0.495398,-0.469674,-0.0676962,0.589825,0.44915,-0.195915,0.206511,0.711903,-0.491899,0.0124338,0.677299,0.56298,-0.956995,-0.249689,0.650158,-1.51752,0.00134699,-0.0418517,-1.35315,0.547863,1.67238,0.944457,-0.396819,0.495398,-0.469674,-0.0676962,0.589825,0.44915,-0.195915,0.206511,0.711903,-0.491899,0.0124338,0.677299,0.56298,-0.956995,-0.249689,0.650158,-1.51752,0.00134699,-0.0418517,-1.35315,0.547863,1.67238,0.944457,-0.396819,-1.78049,1.78049
-99.7351,0.921683,0.151695,5,31,0,117.695,0.975102,1.68365,0.384855,1.68987,2.03987,2.14074,0.898987,0.494122,1.30138,4.62218,1.1547,1.04884,1.07869,1.15,0.479794,0.997236,2.45996,0.492476,0.420059,0.396815,2.6152,2.7011,1.92878,0.0750407,-0.133296,-0.659463,-0.849969,-0.407835,-0.506745,0.0216587,0.947006,0.629777,0.228446,2.76975,0.521062,0.979666,0.243308,-1.18435,0.451611,-1.24708,-0.168999,-0.168647,-1.35729,-0.0795687,0.938201,0.582437,-0.262676,-0.133296,-0.659463,-0.849969,-0.407835,-0.506745,0.0216587,0.947006,0.629777,0.228446,2.76975,0.521062,0.979666,0.243308,-1.18435,0.451611,-1.24708,-0.168999,-0.168647,-1.35729,-0.0795687,0.938201,0.582437,-0.262676,-1.287,1.287
-95.3848,0.947598,0.151695,5,31,0,121.177,5.52822,0.752227,0.481988,2.05978,0.739954,1.06049,1.1178,0.314544,0.643404,1.39268,1.90141,1.52057,1.24512,1.49085,0.607634,0.395587,2.14405,1.20563,0.796331,0.288136,3.14685,2.86856,1.18925,0.721047,-0.125792,-0.0610146,-0.403203,0.406697,-1.08053,-0.413964,0.452223,0.436864,-0.301364,0.270319,0.383844,0.56836,-0.330322,-0.727054,0.588622,-0.454956,0.234459,0.365801,0.00473621,0.657216,0.940444,0.728588,-0.761014,-0.125792,-0.0610146,-0.403203,0.406697,-1.08053,-0.413964,0.452223,0.436864,-0.301364,0.270319,0.383844,0.56836,-0.330322,-0.727054,0.588622,-0.454956,0.234459,0.365801,0.00473621,0.657216,0.940444,0.728588,-0.761014,-1.37896,1.37896
